path,cluster,failure
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_202.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_296.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_42.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_84.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_110.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_26.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_27.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_128.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_224.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_67.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_93.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_44.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_28.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_289.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_169.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_108.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_105.png,-1,True
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_36.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_280.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_194.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_111.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_40.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_176.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_130.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_157.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_143.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_5.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_228.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_64.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_149.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_240.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_30.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_236.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_294.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_133.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_172.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_230.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_209.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_112.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_32.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_90.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_66.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_288.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_200.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_79.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_71.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_293.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_41.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_165.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_98.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_221.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_129.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_185.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_114.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_118.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_103.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_3.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_295.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_244.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_297.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_65.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_135.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_87.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_96.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_150.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_199.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_156.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_171.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_6.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_78.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_54.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_91.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_12.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_213.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_227.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_74.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_271.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_45.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_29.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_38.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_188.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_120.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_136.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_204.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_58.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_241.png,-1,True
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_77.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_56.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_101.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_248.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_46.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_52.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_275.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_205.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_180.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_43.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_292.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_242.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_122.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_265.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_186.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_178.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_285.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_63.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_158.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_281.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_39.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_249.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_69.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_160.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_138.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_257.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_70.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_179.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_162.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_291.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_53.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_273.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_83.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_121.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_214.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_253.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_220.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_197.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_0.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_266.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_14.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_62.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_247.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_225.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_95.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_187.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_263.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_125.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_218.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_35.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_73.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_208.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_260.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_75.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_102.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_100.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_254.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_286.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_269.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_72.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_18.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_233.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_251.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_239.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_141.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_13.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_115.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_8.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_184.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_203.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_193.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_140.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_173.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_284.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_123.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_25.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_49.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_298.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_290.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_189.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_16.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_82.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_166.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_170.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_89.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_33.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_276.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_31.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_215.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_181.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_147.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_283.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_57.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_20.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_262.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_139.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_127.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_85.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_201.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_175.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_81.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_155.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_183.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_59.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_279.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_48.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_226.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_97.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_196.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_161.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_51.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_206.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_9.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_274.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_154.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_229.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_278.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_34.png,0,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_117.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_99.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_212.png,-1,False
/kaggle/input/datasets/jalalibrahim/tnbc-dataset/patches/TCGA-A7-A4SD/images/patch_113.png,-1,False
